frame,timestamp_sec,player,shot
2185,87.4,1,BACKHAND
2185,87.4,2,BACKHAND
2186,87.44,1,FOREHAND
2186,87.44,2,BACKHAND
2187,87.48,1,FOREHAND
2188,87.52,1,FOREHAND
2188,87.52,2,BACKHAND
2189,87.56,1,SMASH
2189,87.56,2,BACKHAND
2190,87.6,1,SMASH
2190,87.6,2,BACKHAND
2191,87.64,1,SMASH
2191,87.64,2,BACKHAND
2192,87.68,1,SMASH
2192,87.68,2,BACKHAND
2193,87.72,1,SMASH
2193,87.72,2,BACKHAND
2194,87.76,1,SMASH
2194,87.76,2,BACKHAND
2195,87.8,1,SMASH
2195,87.8,2,BACKHAND
2196,87.84,1,SMASH
2196,87.84,2,BACKHAND
2197,87.88,1,SMASH
2197,87.88,2,BACKHAND
2198,87.92,1,BACKHAND
2198,87.92,2,BACKHAND
2199,87.96,1,BACKHAND
2199,87.96,2,BACKHAND
2200,88.0,1,BACKHAND
2200,88.0,2,BACKHAND
2201,88.04,1,BACKHAND
2201,88.04,2,BACKHAND
2202,88.08,1,BACKHAND
2202,88.08,2,BACKHAND
2202,88.08,3,FOREHAND
2203,88.12,1,BACKHAND
2203,88.12,2,FOREHAND
2203,88.12,3,FOREHAND
2204,88.16,1,BACKHAND
2204,88.16,2,FOREHAND
2205,88.2,1,BACKHAND
2205,88.2,2,FOREHAND
2206,88.24,1,BACKHAND
2206,88.24,2,FOREHAND
2207,88.28,1,BACKHAND
2207,88.28,2,BACKHAND
2208,88.32,1,FOREHAND
2208,88.32,2,FOREHAND
2209,88.36,1,FOREHAND
2209,88.36,2,FOREHAND
2209,88.36,3,FOREHAND
2210,88.4,1,FOREHAND
2210,88.4,2,FOREHAND
2210,88.4,3,FOREHAND
2211,88.44,1,FOREHAND
2211,88.44,2,FOREHAND
2211,88.44,3,FOREHAND
2212,88.48,1,FOREHAND
2212,88.48,2,FOREHAND
2213,88.52,1,FOREHAND
2213,88.52,2,FOREHAND
2213,88.52,3,FOREHAND
2214,88.56,1,FOREHAND
2214,88.56,2,FOREHAND
2215,88.6,1,FOREHAND
2215,88.6,2,BACKHAND
2215,88.6,3,FOREHAND
2216,88.64,1,FOREHAND
2216,88.64,2,FOREHAND
2216,88.64,3,FOREHAND
2217,88.68,1,FOREHAND
2217,88.68,2,BACKHAND
2217,88.68,3,FOREHAND
2218,88.72,1,FOREHAND
2218,88.72,2,BACKHAND
2218,88.72,3,FOREHAND
2219,88.76,1,FOREHAND
2219,88.76,2,BACKHAND
2219,88.76,3,FOREHAND
2220,88.8,1,FOREHAND
2220,88.8,2,BACKHAND
2220,88.8,3,FOREHAND
2221,88.84,1,FOREHAND
2221,88.84,2,BACKHAND
2221,88.84,3,FOREHAND
2222,88.88,1,FOREHAND
2222,88.88,2,BACKHAND
2222,88.88,3,FOREHAND
2223,88.92,1,FOREHAND
2223,88.92,2,BACKHAND
2224,88.96,1,FOREHAND
2224,88.96,2,BACKHAND
2225,89.0,1,FOREHAND
2225,89.0,2,BACKHAND
2226,89.04,1,FOREHAND
2226,89.04,2,BACKHAND
2226,89.04,3,FOREHAND
2227,89.08,1,FOREHAND
2227,89.08,2,BACKHAND
2227,89.08,3,FOREHAND
2228,89.12,1,FOREHAND
2228,89.12,2,BACKHAND
2228,89.12,3,FOREHAND
2229,89.16,1,FOREHAND
2229,89.16,2,BACKHAND
2229,89.16,3,FOREHAND
2230,89.2,1,FOREHAND
2230,89.2,2,FOREHAND
2230,89.2,3,FOREHAND
2231,89.24,1,FOREHAND
2231,89.24,2,BACKHAND
2231,89.24,3,FOREHAND
2232,89.28,1,FOREHAND
2232,89.28,2,FOREHAND
2233,89.32,1,FOREHAND
2233,89.32,2,FOREHAND
2234,89.36,1,FOREHAND
2234,89.36,2,BACKHAND
2234,89.36,3,FOREHAND
2235,89.4,1,FOREHAND
2235,89.4,2,FOREHAND
2235,89.4,3,FOREHAND
2236,89.44,1,FOREHAND
2236,89.44,2,FOREHAND
2236,89.44,3,FOREHAND
2237,89.48,1,BACKHAND
2237,89.48,2,FOREHAND
2237,89.48,3,FOREHAND
2238,89.52,1,FOREHAND
2238,89.52,2,FOREHAND
2239,89.56,1,FOREHAND
2239,89.56,2,FOREHAND
2239,89.56,3,FOREHAND
2240,89.6,1,FOREHAND
2240,89.6,2,FOREHAND
2241,89.64,1,FOREHAND
2241,89.64,2,FOREHAND
2242,89.68,1,FOREHAND
2242,89.68,2,FOREHAND
2243,89.72,1,FOREHAND
2243,89.72,2,FOREHAND
2244,89.76,1,FOREHAND
2244,89.76,2,FOREHAND
2245,89.8,1,FOREHAND
2245,89.8,2,FOREHAND
2246,89.84,1,FOREHAND
2246,89.84,2,FOREHAND
2247,89.88,1,FOREHAND
2247,89.88,2,FOREHAND
2248,89.92,1,FOREHAND
2248,89.92,2,FOREHAND
2249,89.96,1,FOREHAND
2249,89.96,2,FOREHAND
2250,90.0,1,FOREHAND
2250,90.0,2,FOREHAND
2251,90.04,1,BACKHAND
2251,90.04,2,FOREHAND
2252,90.08,1,BACKHAND
2252,90.08,2,FOREHAND
2253,90.12,1,BACKHAND
2253,90.12,2,FOREHAND
2254,90.16,1,BACKHAND
2255,90.2,1,BACKHAND
2256,90.24,1,BACKHAND
2256,90.24,2,FOREHAND
2257,90.28,1,BACKHAND
2258,90.32,1,BACKHAND
2259,90.36,1,FOREHAND
2260,90.4,1,BACKHAND
2261,90.44,1,BACKHAND
2261,90.44,2,FOREHAND
2262,90.48,1,BACKHAND
2263,90.52,1,BACKHAND
2263,90.52,2,FOREHAND
2264,90.56,1,BACKHAND
2264,90.56,2,FOREHAND
2265,90.6,1,FOREHAND
2265,90.6,2,FOREHAND
2266,90.64,1,FOREHAND
2266,90.64,2,FOREHAND
2267,90.68,1,FOREHAND
2268,90.72,1,FOREHAND
2270,90.8,1,FOREHAND
2271,90.84,1,FOREHAND
2272,90.88,1,FOREHAND
2273,90.92,1,FOREHAND
2274,90.96,1,BACKHAND
2274,90.96,2,FOREHAND
2275,91.0,1,FOREHAND
2276,91.04,1,FOREHAND
2276,91.04,2,FOREHAND
2277,91.08,1,FOREHAND
2277,91.08,2,FOREHAND
2278,91.12,1,FOREHAND
2278,91.12,2,FOREHAND
2279,91.16,1,FOREHAND
2279,91.16,2,FOREHAND
2280,91.2,1,FOREHAND
2280,91.2,2,FOREHAND
2281,91.24,1,FOREHAND
2281,91.24,2,FOREHAND
2282,91.28,1,FOREHAND
2282,91.28,2,FOREHAND
2283,91.32,1,FOREHAND
2283,91.32,2,FOREHAND
2284,91.36,1,FOREHAND
2284,91.36,2,FOREHAND
2285,91.4,1,FOREHAND
2285,91.4,2,FOREHAND
2285,91.4,3,FOREHAND
2286,91.44,1,FOREHAND
2286,91.44,2,FOREHAND
2286,91.44,3,FOREHAND
2287,91.48,1,FOREHAND
2287,91.48,2,FOREHAND
2287,91.48,3,FOREHAND
2288,91.52,1,FOREHAND
2288,91.52,2,FOREHAND
2289,91.56,1,FOREHAND
2289,91.56,2,FOREHAND
2290,91.6,1,FOREHAND
2290,91.6,2,FOREHAND
2291,91.64,1,FOREHAND
2291,91.64,2,FOREHAND
2292,91.68,1,FOREHAND
2292,91.68,2,FOREHAND
2293,91.72,1,FOREHAND
2293,91.72,2,FOREHAND
2294,91.76,1,FOREHAND
2294,91.76,2,FOREHAND
2295,91.8,1,FOREHAND
2295,91.8,2,FOREHAND
2296,91.84,1,FOREHAND
2296,91.84,2,FOREHAND
2297,91.88,1,FOREHAND
2297,91.88,2,FOREHAND
2298,91.92,1,FOREHAND
2298,91.92,2,FOREHAND
2299,91.96,1,FOREHAND
2299,91.96,2,FOREHAND
2300,92.0,1,FOREHAND
2300,92.0,2,FOREHAND
2301,92.04,1,FOREHAND
2301,92.04,2,FOREHAND
2302,92.08,1,FOREHAND
2302,92.08,2,FOREHAND
2303,92.12,1,FOREHAND
2303,92.12,2,FOREHAND
2304,92.16,1,FOREHAND
2304,92.16,2,FOREHAND
2305,92.2,1,FOREHAND
2305,92.2,2,FOREHAND
2306,92.24,1,FOREHAND
2306,92.24,2,FOREHAND
2307,92.28,1,FOREHAND
2307,92.28,2,FOREHAND
2308,92.32,1,FOREHAND
2308,92.32,2,FOREHAND
2309,92.36,1,FOREHAND
2309,92.36,2,SMASH
2309,92.36,3,FOREHAND
2310,92.4,1,FOREHAND
2310,92.4,2,FOREHAND
2310,92.4,3,SMASH
2311,92.44,1,FOREHAND
2311,92.44,2,FOREHAND
2312,92.48,1,FOREHAND
2312,92.48,2,FOREHAND
2313,92.52,1,FOREHAND
2313,92.52,2,FOREHAND
2314,92.56,1,FOREHAND
2314,92.56,2,FOREHAND
2315,92.6,1,FOREHAND
2315,92.6,2,FOREHAND
2316,92.64,1,FOREHAND
2316,92.64,2,FOREHAND
2317,92.68,1,FOREHAND
2317,92.68,2,FOREHAND
2318,92.72,1,FOREHAND
2318,92.72,2,FOREHAND
2319,92.76,1,FOREHAND
2319,92.76,2,FOREHAND
2320,92.8,1,FOREHAND
2320,92.8,2,FOREHAND
2321,92.84,1,FOREHAND
2321,92.84,2,FOREHAND
2322,92.88,1,FOREHAND
2322,92.88,2,FOREHAND
2323,92.92,1,FOREHAND
2323,92.92,2,FOREHAND
2324,92.96,1,FOREHAND
2324,92.96,2,FOREHAND
2325,93.0,1,FOREHAND
2325,93.0,2,FOREHAND
2326,93.04,1,FOREHAND
2326,93.04,2,FOREHAND
2327,93.08,1,FOREHAND
2328,93.12,1,FOREHAND
2328,93.12,2,FOREHAND
2329,93.16,1,FOREHAND
2329,93.16,2,FOREHAND
2330,93.2,1,FOREHAND
2330,93.2,2,FOREHAND
2331,93.24,1,FOREHAND
2331,93.24,2,FOREHAND
2332,93.28,1,FOREHAND
2332,93.28,2,FOREHAND
2333,93.32,1,FOREHAND
2333,93.32,2,FOREHAND
2334,93.36,1,FOREHAND
2334,93.36,2,FOREHAND
2335,93.4,1,FOREHAND
2335,93.4,2,FOREHAND
2336,93.44,1,FOREHAND
2336,93.44,2,FOREHAND
2337,93.48,1,FOREHAND
2337,93.48,2,FOREHAND
2338,93.52,1,FOREHAND
2338,93.52,2,FOREHAND
2339,93.56,1,FOREHAND
2339,93.56,2,FOREHAND
2340,93.6,1,FOREHAND
2340,93.6,2,FOREHAND
2341,93.64,1,FOREHAND
2341,93.64,2,FOREHAND
2342,93.68,1,FOREHAND
2342,93.68,2,FOREHAND
2343,93.72,1,FOREHAND
2343,93.72,2,FOREHAND
2344,93.76,1,FOREHAND
2344,93.76,2,FOREHAND
2345,93.8,1,FOREHAND
2345,93.8,2,FOREHAND
2346,93.84,1,FOREHAND
2346,93.84,2,FOREHAND
2347,93.88,1,FOREHAND
2347,93.88,2,FOREHAND
2348,93.92,1,FOREHAND
2348,93.92,2,FOREHAND
2349,93.96,1,FOREHAND
2349,93.96,2,FOREHAND
2350,94.0,1,FOREHAND
2350,94.0,2,FOREHAND
2350,94.0,3,FOREHAND
2351,94.04,1,BACKHAND
2351,94.04,2,FOREHAND
2351,94.04,3,FOREHAND
2352,94.08,1,BACKHAND
2352,94.08,2,FOREHAND
2352,94.08,3,FOREHAND
2353,94.12,1,FOREHAND
2353,94.12,2,BACKHAND
2354,94.16,1,BACKHAND
2355,94.2,1,BACKHAND
2356,94.24,1,BACKHAND
2357,94.28,1,BACKHAND
2358,94.32,1,BACKHAND
2359,94.36,1,BACKHAND
2360,94.4,1,BACKHAND
2361,94.44,1,BACKHAND
2362,94.48,1,FOREHAND
2364,94.56,1,FOREHAND
2365,94.6,1,FOREHAND
2365,94.6,2,BACKHAND
2366,94.64,1,FOREHAND
2366,94.64,2,BACKHAND
2367,94.68,1,FOREHAND
2367,94.68,2,BACKHAND
2369,94.76,1,BACKHAND
2370,94.8,1,BACKHAND
2374,94.96,1,BACKHAND
2376,95.04,1,BACKHAND
2376,95.04,2,FOREHAND
2377,95.08,1,FOREHAND
2378,95.12,1,BACKHAND
2378,95.12,2,FOREHAND
2379,95.16,1,BACKHAND
2379,95.16,2,FOREHAND
2380,95.2,1,BACKHAND
2380,95.2,2,FOREHAND
2381,95.24,1,BACKHAND
2381,95.24,2,FOREHAND
2382,95.28,1,BACKHAND
2382,95.28,2,FOREHAND
2383,95.32,1,BACKHAND
2383,95.32,2,FOREHAND
2384,95.36,1,BACKHAND
2384,95.36,2,FOREHAND
2385,95.4,1,BACKHAND
2385,95.4,2,FOREHAND
2386,95.44,1,FOREHAND
2386,95.44,2,FOREHAND
2387,95.48,1,BACKHAND
2387,95.48,2,FOREHAND
2388,95.52,1,BACKHAND
2388,95.52,2,FOREHAND
2389,95.56,1,FOREHAND
2389,95.56,2,FOREHAND
2390,95.6,1,FOREHAND
2390,95.6,2,FOREHAND
2391,95.64,1,BACKHAND
2391,95.64,2,FOREHAND
2392,95.68,1,BACKHAND
2392,95.68,2,FOREHAND
2393,95.72,1,BACKHAND
2393,95.72,2,FOREHAND
2394,95.76,1,FOREHAND
2394,95.76,2,BACKHAND
2394,95.76,3,FOREHAND
2395,95.8,1,FOREHAND
2395,95.8,2,BACKHAND
2395,95.8,3,FOREHAND
2396,95.84,1,BACKHAND
2396,95.84,2,FOREHAND
2396,95.84,3,FOREHAND
2397,95.88,1,BACKHAND
2397,95.88,2,FOREHAND
2397,95.88,3,FOREHAND
2398,95.92,1,BACKHAND
2398,95.92,2,FOREHAND
2398,95.92,3,FOREHAND
2399,95.96,1,BACKHAND
2399,95.96,2,FOREHAND
2400,96.0,1,FOREHAND
2400,96.0,2,FOREHAND
2401,96.04,1,FOREHAND
2401,96.04,2,FOREHAND
2402,96.08,1,FOREHAND
2402,96.08,2,FOREHAND
2403,96.12,1,FOREHAND
2403,96.12,2,FOREHAND
2404,96.16,1,FOREHAND
2404,96.16,2,FOREHAND
2405,96.2,1,FOREHAND
2405,96.2,2,FOREHAND
2405,96.2,3,FOREHAND
2406,96.24,1,FOREHAND
2406,96.24,2,FOREHAND
2407,96.28,1,FOREHAND
2407,96.28,2,FOREHAND
2408,96.32,1,FOREHAND
2408,96.32,2,FOREHAND
2409,96.36,1,FOREHAND
2409,96.36,2,FOREHAND
2410,96.4,1,FOREHAND
2410,96.4,2,FOREHAND
2410,96.4,3,FOREHAND
2411,96.44,1,FOREHAND
2411,96.44,2,FOREHAND
2411,96.44,3,FOREHAND
2412,96.48,1,FOREHAND
2412,96.48,2,FOREHAND
2412,96.48,3,FOREHAND
2413,96.52,1,FOREHAND
2413,96.52,2,FOREHAND
2414,96.56,1,FOREHAND
2414,96.56,2,FOREHAND
2415,96.6,1,FOREHAND
2415,96.6,2,FOREHAND
2416,96.64,1,FOREHAND
2416,96.64,2,FOREHAND
2417,96.68,1,FOREHAND
2417,96.68,2,FOREHAND
2418,96.72,1,FOREHAND
2418,96.72,2,FOREHAND
2419,96.76,1,FOREHAND
2419,96.76,2,FOREHAND
2420,96.8,1,BACKHAND
2420,96.8,2,FOREHAND
2421,96.84,1,BACKHAND
2421,96.84,2,FOREHAND
2422,96.88,1,SMASH
2422,96.88,2,FOREHAND
2423,96.92,1,SMASH
2423,96.92,2,FOREHAND
2424,96.96,1,SMASH
2424,96.96,2,FOREHAND
2425,97.0,1,FOREHAND
2425,97.0,2,FOREHAND
2426,97.04,1,FOREHAND
2426,97.04,2,FOREHAND
2427,97.08,1,FOREHAND
2427,97.08,2,FOREHAND
2428,97.12,1,FOREHAND
2428,97.12,2,FOREHAND
2429,97.16,1,FOREHAND
2429,97.16,2,FOREHAND
2430,97.2,1,FOREHAND
2430,97.2,2,FOREHAND
2431,97.24,1,FOREHAND
2431,97.24,2,FOREHAND
2432,97.28,1,FOREHAND
2432,97.28,2,FOREHAND
2433,97.32,1,FOREHAND
2433,97.32,2,FOREHAND
2434,97.36,1,FOREHAND
2434,97.36,2,FOREHAND
2435,97.4,1,FOREHAND
2435,97.4,2,FOREHAND
2436,97.44,1,FOREHAND
2436,97.44,2,FOREHAND
2437,97.48,1,FOREHAND
2437,97.48,2,FOREHAND
2438,97.52,1,FOREHAND
2438,97.52,2,FOREHAND
2439,97.56,1,FOREHAND
2439,97.56,2,FOREHAND
2440,97.6,1,FOREHAND
2440,97.6,2,FOREHAND
2441,97.64,1,BACKHAND
2441,97.64,2,FOREHAND
2442,97.68,1,BACKHAND
2442,97.68,2,FOREHAND
2443,97.72,1,BACKHAND
2443,97.72,2,FOREHAND
2444,97.76,1,BACKHAND
2444,97.76,2,FOREHAND
2445,97.8,1,BACKHAND
2445,97.8,2,FOREHAND
2446,97.84,1,FOREHAND
2447,97.88,1,FOREHAND
2447,97.88,2,FOREHAND
2448,97.92,1,BACKHAND
2448,97.92,2,FOREHAND
2449,97.96,1,FOREHAND
2449,97.96,2,FOREHAND
2450,98.0,1,FOREHAND
2450,98.0,2,FOREHAND
2451,98.04,1,FOREHAND
2451,98.04,2,FOREHAND
2452,98.08,1,FOREHAND
2452,98.08,2,FOREHAND
2453,98.12,1,FOREHAND
2453,98.12,2,FOREHAND
2454,98.16,1,FOREHAND
2454,98.16,2,FOREHAND
2455,98.2,1,FOREHAND
2455,98.2,2,FOREHAND
2456,98.24,1,FOREHAND
2456,98.24,2,FOREHAND
2457,98.28,1,FOREHAND
2457,98.28,2,FOREHAND
2458,98.32,1,FOREHAND
2458,98.32,2,FOREHAND
2459,98.36,1,FOREHAND
2459,98.36,2,FOREHAND
2460,98.4,1,BACKHAND
2460,98.4,2,FOREHAND
2461,98.44,1,FOREHAND
2461,98.44,2,FOREHAND
2462,98.48,1,FOREHAND
2462,98.48,2,FOREHAND
2463,98.52,1,FOREHAND
2463,98.52,2,FOREHAND
2464,98.56,1,FOREHAND
2464,98.56,2,FOREHAND
2465,98.6,1,FOREHAND
2465,98.6,2,FOREHAND
2466,98.64,1,FOREHAND
2466,98.64,2,FOREHAND
2467,98.68,1,FOREHAND
2467,98.68,2,FOREHAND
2468,98.72,1,FOREHAND
2468,98.72,2,FOREHAND
2469,98.76,1,FOREHAND
2469,98.76,2,FOREHAND
2470,98.8,1,FOREHAND
2470,98.8,2,FOREHAND
2471,98.84,1,FOREHAND
2471,98.84,2,FOREHAND
2472,98.88,1,FOREHAND
2472,98.88,2,FOREHAND
2473,98.92,1,FOREHAND
2473,98.92,2,FOREHAND
2474,98.96,1,FOREHAND
2474,98.96,2,FOREHAND
2475,99.0,1,FOREHAND
2475,99.0,2,FOREHAND
2476,99.04,1,FOREHAND
2476,99.04,2,FOREHAND
2477,99.08,1,FOREHAND
2477,99.08,2,FOREHAND
2478,99.12,1,FOREHAND
2478,99.12,2,FOREHAND
2479,99.16,1,FOREHAND
2479,99.16,2,FOREHAND
2480,99.2,1,FOREHAND
2480,99.2,2,FOREHAND
2481,99.24,1,FOREHAND
2481,99.24,2,FOREHAND
2482,99.28,1,FOREHAND
2482,99.28,2,FOREHAND
2483,99.32,1,FOREHAND
2483,99.32,2,FOREHAND
2484,99.36,1,FOREHAND
2484,99.36,2,FOREHAND
2485,99.4,1,FOREHAND
2485,99.4,2,FOREHAND
2486,99.44,1,FOREHAND
2486,99.44,2,FOREHAND
2487,99.48,1,FOREHAND
2487,99.48,2,FOREHAND
2488,99.52,1,FOREHAND
2488,99.52,2,FOREHAND
2489,99.56,1,FOREHAND
2489,99.56,2,FOREHAND
2490,99.6,1,FOREHAND
2490,99.6,2,FOREHAND
2491,99.64,1,FOREHAND
2491,99.64,2,FOREHAND
2492,99.68,1,FOREHAND
2492,99.68,2,FOREHAND
2493,99.72,1,FOREHAND
2493,99.72,2,FOREHAND
2494,99.76,1,FOREHAND
2494,99.76,2,FOREHAND
2495,99.8,1,FOREHAND
2495,99.8,2,FOREHAND
2496,99.84,1,FOREHAND
2496,99.84,2,FOREHAND
2497,99.88,1,FOREHAND
2497,99.88,2,FOREHAND
2498,99.92,1,FOREHAND
2498,99.92,2,FOREHAND
2499,99.96,1,FOREHAND
2499,99.96,2,FOREHAND
2500,100.0,1,FOREHAND
2500,100.0,2,FOREHAND
2501,100.04,1,FOREHAND
2501,100.04,2,FOREHAND
2502,100.08,1,FOREHAND
2502,100.08,2,FOREHAND
2503,100.12,1,FOREHAND
2503,100.12,2,FOREHAND
2504,100.16,1,FOREHAND
2504,100.16,2,FOREHAND
2505,100.2,1,FOREHAND
2505,100.2,2,FOREHAND
2506,100.24,1,FOREHAND
2506,100.24,2,FOREHAND
2507,100.28,1,FOREHAND
2507,100.28,2,FOREHAND
2508,100.32,1,FOREHAND
2508,100.32,2,FOREHAND
2509,100.36,1,FOREHAND
2509,100.36,2,FOREHAND
2510,100.4,1,FOREHAND
2510,100.4,2,FOREHAND
2511,100.44,1,FOREHAND
2511,100.44,2,FOREHAND
2512,100.48,1,FOREHAND
2512,100.48,2,FOREHAND
2513,100.52,1,FOREHAND
2513,100.52,2,FOREHAND
2514,100.56,1,FOREHAND
2514,100.56,2,FOREHAND
2515,100.6,1,FOREHAND
2515,100.6,2,FOREHAND
2516,100.64,1,FOREHAND
2516,100.64,2,FOREHAND
2517,100.68,1,FOREHAND
2517,100.68,2,FOREHAND
2518,100.72,1,FOREHAND
2518,100.72,2,FOREHAND
2519,100.76,1,FOREHAND
2519,100.76,2,FOREHAND
2520,100.8,1,FOREHAND
2520,100.8,2,FOREHAND
2521,100.84,1,FOREHAND
2521,100.84,2,FOREHAND
2522,100.88,1,FOREHAND
2522,100.88,2,FOREHAND
2523,100.92,1,FOREHAND
2523,100.92,2,FOREHAND
2524,100.96,1,FOREHAND
2524,100.96,2,FOREHAND
2525,101.0,1,FOREHAND
2525,101.0,2,FOREHAND
2526,101.04,1,FOREHAND
2526,101.04,2,FOREHAND
2527,101.08,1,FOREHAND
2527,101.08,2,FOREHAND
2528,101.12,1,FOREHAND
2528,101.12,2,FOREHAND
2529,101.16,1,FOREHAND
2529,101.16,2,FOREHAND
2530,101.2,1,FOREHAND
2531,101.24,1,FOREHAND
2531,101.24,2,FOREHAND
2532,101.28,1,FOREHAND
2532,101.28,2,FOREHAND
2533,101.32,1,FOREHAND
2533,101.32,2,FOREHAND
2534,101.36,1,FOREHAND
2534,101.36,2,FOREHAND
2535,101.4,1,FOREHAND
2535,101.4,2,FOREHAND
2536,101.44,1,FOREHAND
2536,101.44,2,FOREHAND
2537,101.48,1,FOREHAND
2537,101.48,2,FOREHAND
2538,101.52,1,FOREHAND
2538,101.52,2,FOREHAND
2539,101.56,1,FOREHAND
2539,101.56,2,FOREHAND
2540,101.6,1,FOREHAND
2540,101.6,2,FOREHAND
2541,101.64,1,FOREHAND
2541,101.64,2,FOREHAND
2542,101.68,1,FOREHAND
2542,101.68,2,FOREHAND
2543,101.72,1,FOREHAND
2543,101.72,2,FOREHAND
2544,101.76,1,FOREHAND
2544,101.76,2,FOREHAND
2545,101.8,1,FOREHAND
2546,101.84,1,FOREHAND
2546,101.84,2,FOREHAND
2547,101.88,1,FOREHAND
2547,101.88,2,FOREHAND
2548,101.92,1,FOREHAND
2548,101.92,2,FOREHAND
2549,101.96,1,FOREHAND
2549,101.96,2,FOREHAND
2550,102.0,1,FOREHAND
2550,102.0,2,FOREHAND
2551,102.04,1,FOREHAND
2551,102.04,2,FOREHAND
2552,102.08,1,FOREHAND
2552,102.08,2,FOREHAND
2553,102.12,1,FOREHAND
2553,102.12,2,FOREHAND
2554,102.16,1,FOREHAND
2554,102.16,2,FOREHAND
2555,102.2,1,FOREHAND
2555,102.2,2,FOREHAND
2556,102.24,1,FOREHAND
2556,102.24,2,FOREHAND
2557,102.28,1,FOREHAND
2557,102.28,2,FOREHAND
2558,102.32,1,FOREHAND
2559,102.36,1,FOREHAND
2559,102.36,2,FOREHAND
2560,102.4,1,FOREHAND
2560,102.4,2,FOREHAND
2561,102.44,1,FOREHAND
2561,102.44,2,FOREHAND
2562,102.48,1,FOREHAND
2562,102.48,2,FOREHAND
2563,102.52,1,FOREHAND
2563,102.52,2,FOREHAND
2564,102.56,1,FOREHAND
2564,102.56,2,FOREHAND
2565,102.6,1,FOREHAND
2566,102.64,1,FOREHAND
2566,102.64,2,FOREHAND
2567,102.68,1,FOREHAND
2567,102.68,2,FOREHAND
2568,102.72,1,FOREHAND
2568,102.72,2,FOREHAND
2569,102.76,1,FOREHAND
2570,102.8,1,FOREHAND
2571,102.84,1,FOREHAND
2572,102.88,1,FOREHAND
2573,102.92,1,FOREHAND
2573,102.92,2,FOREHAND
2574,102.96,1,FOREHAND
2574,102.96,2,FOREHAND
2575,103.0,1,FOREHAND
2575,103.0,2,FOREHAND
2576,103.04,1,FOREHAND
2577,103.08,1,FOREHAND
2577,103.08,2,FOREHAND
2578,103.12,1,FOREHAND
2578,103.12,2,FOREHAND
2579,103.16,1,FOREHAND
2579,103.16,2,FOREHAND
2580,103.2,1,FOREHAND
2580,103.2,2,BACKHAND
2581,103.24,1,FOREHAND
2581,103.24,2,FOREHAND
2582,103.28,1,FOREHAND
2582,103.28,2,FOREHAND
2583,103.32,1,BACKHAND
2583,103.32,2,FOREHAND
2584,103.36,1,BACKHAND
2584,103.36,2,FOREHAND
2585,103.4,1,BACKHAND
2586,103.44,1,BACKHAND
2587,103.48,1,BACKHAND
2587,103.48,2,FOREHAND
2588,103.52,1,BACKHAND
2588,103.52,2,FOREHAND
2589,103.56,1,FOREHAND
2589,103.56,2,FOREHAND
2590,103.6,1,FOREHAND
2590,103.6,2,FOREHAND
2591,103.64,1,BACKHAND
2592,103.68,1,FOREHAND
2593,103.72,1,BACKHAND
2594,103.76,1,FOREHAND
2594,103.76,2,FOREHAND
2595,103.8,1,FOREHAND
2596,103.84,1,FOREHAND
2597,103.88,1,FOREHAND
2598,103.92,1,FOREHAND
2599,103.96,1,FOREHAND
2600,104.0,1,FOREHAND
2601,104.04,1,FOREHAND
2602,104.08,1,FOREHAND
2603,104.12,1,FOREHAND
2604,104.16,1,FOREHAND
2605,104.2,1,BACKHAND
2606,104.24,1,FOREHAND
2607,104.28,1,FOREHAND
2608,104.32,1,BACKHAND
2609,104.36,1,BACKHAND
2610,104.4,1,BACKHAND
2611,104.44,1,BACKHAND
2612,104.48,1,BACKHAND
2613,104.52,1,BACKHAND
2614,104.56,1,BACKHAND
2615,104.6,1,BACKHAND
2616,104.64,1,BACKHAND
2617,104.68,1,FOREHAND
2618,104.72,1,FOREHAND
2619,104.76,1,BACKHAND
2619,104.76,2,FOREHAND
2620,104.8,1,FOREHAND
2621,104.84,1,FOREHAND
2622,104.88,1,FOREHAND
2623,104.92,1,FOREHAND
2624,104.96,1,FOREHAND
2625,105.0,1,FOREHAND
2626,105.04,1,FOREHAND
2627,105.08,1,BACKHAND
2628,105.12,1,BACKHAND
2629,105.16,1,FOREHAND
2630,105.2,1,BACKHAND
2631,105.24,1,SMASH
2632,105.28,1,SMASH
2633,105.32,1,SMASH
2634,105.36,1,BACKHAND
2635,105.4,1,BACKHAND
2636,105.44,1,BACKHAND
2637,105.48,1,FOREHAND
2637,105.48,2,FOREHAND
2638,105.52,1,FOREHAND
2638,105.52,2,FOREHAND
2639,105.56,1,FOREHAND
2639,105.56,2,FOREHAND
2640,105.6,1,FOREHAND
2640,105.6,2,FOREHAND
2641,105.64,1,FOREHAND
2641,105.64,2,FOREHAND
2642,105.68,1,FOREHAND
2642,105.68,2,FOREHAND
2643,105.72,1,FOREHAND
2643,105.72,2,FOREHAND
2644,105.76,1,FOREHAND
2644,105.76,2,FOREHAND
2645,105.8,1,FOREHAND
2645,105.8,2,FOREHAND
2646,105.84,1,FOREHAND
2646,105.84,2,FOREHAND
2647,105.88,1,FOREHAND
2647,105.88,2,FOREHAND
2648,105.92,1,FOREHAND
2648,105.92,2,FOREHAND
2649,105.96,1,FOREHAND
2649,105.96,2,FOREHAND
2650,106.0,1,FOREHAND
2650,106.0,2,FOREHAND
2651,106.04,1,FOREHAND
2651,106.04,2,FOREHAND
